date,state,area,number_of_monitoring_stations,prominent_pollutants,aqi_value,air_quality_status,unit,note
01-11-2023,Kerala,Thrissur,1,PM10,58,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
31-10-2023,Kerala,Thrissur,1,PM10,59,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-10-2023,Kerala,Thrissur,1,PM10,58,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
28-10-2023,Kerala,Thrissur,1,PM10,58,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
27-10-2023,Kerala,Thrissur,1,PM10,58,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
26-10-2023,Kerala,Thrissur,1,PM10,57,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
25-10-2023,Kerala,Thrissur,1,PM10,58,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
24-10-2023,Kerala,Thrissur,1,PM10,57,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
23-10-2023,Kerala,Thrissur,1,PM10,58,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
20-10-2023,Kerala,Thrissur,1,PM10,59,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
19-10-2023,Kerala,Thrissur,1,PM10,58,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
18-10-2023,Kerala,Thrissur,1,PM10,58,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
14-10-2023,Kerala,Thrissur,1,PM10,59,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
12-10-2023,Kerala,Thrissur,1,PM10,58,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
11-10-2023,Kerala,Thrissur,1,PM10,58,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
10-10-2023,Kerala,Thrissur,1,PM10,58,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
09-10-2023,Kerala,Thrissur,1,PM10,58,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
08-10-2023,Kerala,Thrissur,1,PM10,58,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
07-10-2023,Kerala,Thrissur,1,PM10,59,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
06-10-2023,Kerala,Thrissur,1,PM10,58,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
30-09-2023,Kerala,Thrissur,1,PM10,58,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-09-2023,Kerala,Thrissur,1,CO,62,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
28-09-2023,Kerala,Thrissur,1,PM10,58,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
27-09-2023,Kerala,Thrissur,1,PM10,59,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
26-09-2023,Kerala,Thrissur,1,PM10,58,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
25-09-2023,Kerala,Thrissur,1,PM10,58,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
24-09-2023,Kerala,Thrissur,1,PM10,58,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
23-09-2023,Kerala,Thrissur,1,PM10,58,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
22-09-2023,Kerala,Thrissur,1,PM10,59,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
21-09-2023,Kerala,Thrissur,1,PM10,58,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
20-09-2023,Kerala,Thrissur,1,PM10,57,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
19-09-2023,Kerala,Thrissur,1,PM10,58,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
17-09-2023,Kerala,Thrissur,1,PM10,59,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
16-09-2023,Kerala,Thrissur,1,PM10,58,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
15-09-2023,Kerala,Thrissur,1,PM10,58,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
14-09-2023,Kerala,Thrissur,1,PM10,58,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
13-09-2023,Kerala,Thrissur,1,PM10,58,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
12-09-2023,Kerala,Thrissur,1,PM10,58,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
11-09-2023,Kerala,Thrissur,1,PM10,58,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
10-09-2023,Kerala,Thrissur,1,PM10,59,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
09-09-2023,Kerala,Thrissur,1,PM10,58,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
08-09-2023,Kerala,Thrissur,1,PM10,58,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
07-09-2023,Kerala,Thrissur,1,PM10,58,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
06-09-2023,Kerala,Thrissur,1,PM10,58,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
05-09-2023,Kerala,Thrissur,1,PM10,59,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
04-09-2023,Kerala,Thrissur,1,PM10,58,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
03-09-2023,Kerala,Thrissur,1,PM10,58,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
02-09-2023,Kerala,Thrissur,1,PM10,57,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
01-09-2023,Kerala,Thrissur,1,PM10,58,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
31-08-2023,Kerala,Thrissur,1,PM10,59,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
30-08-2023,Kerala,Thrissur,1,PM10,59,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-08-2023,Kerala,Thrissur,1,PM10,59,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
28-08-2023,Kerala,Thrissur,1,PM10,59,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
27-08-2023,Kerala,Thrissur,1,PM10,58,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
26-08-2023,Kerala,Thrissur,1,PM10,57,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
25-08-2023,Kerala,Thrissur,1,PM10,58,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
24-08-2023,Kerala,Thrissur,1,PM10,58,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
23-08-2023,Kerala,Thrissur,1,PM10,58,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
22-08-2023,Kerala,Thrissur,1,PM10,58,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
19-08-2023,Kerala,Thrissur,1,PM10,58,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
18-08-2023,Kerala,Thrissur,1,PM10,58,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
17-08-2023,Kerala,Thrissur,1,PM10,59,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
16-08-2023,Kerala,Thrissur,1,PM10,58,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
15-08-2023,Kerala,Thrissur,1,PM10,58,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
14-08-2023,Kerala,Thrissur,1,PM10,58,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
13-08-2023,Kerala,Thrissur,1,PM10,58,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
12-08-2023,Kerala,Thrissur,1,PM10,58,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
11-08-2023,Kerala,Thrissur,1,PM10,61,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
09-08-2023,Kerala,Thrissur,1,PM10,66,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
08-08-2023,Kerala,Thrissur,1,O3,39,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
07-08-2023,Kerala,Thrissur,1,O3,38,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
05-08-2023,Kerala,Thrissur,1,O3,38,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
04-08-2023,Kerala,Thrissur,1,O3,39,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
03-08-2023,Kerala,Thrissur,1,PM2.5,63,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
02-08-2023,Kerala,Thrissur,1,PM10,64,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
01-08-2023,Kerala,Thrissur,1,PM10,52,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
31-07-2023,Kerala,Thrissur,1,PM10,53,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
30-07-2023,Kerala,Thrissur,1,PM10,57,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-07-2023,Kerala,Thrissur,1,PM10,54,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
28-07-2023,Kerala,Thrissur,1,PM2.5,48,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
27-07-2023,Kerala,Thrissur,1,CO,54,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
26-07-2023,Kerala,Thrissur,1,PM2.5,48,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
25-07-2023,Kerala,Thrissur,1,PM2.5,48,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
24-07-2023,Kerala,Thrissur,1,PM2.5,48,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
23-07-2023,Kerala,Thrissur,1,PM10,49,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
22-07-2023,Kerala,Thrissur,1,PM10,69,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
21-07-2023,Kerala,Thrissur,1,PM10,74,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
20-07-2023,Kerala,Thrissur,1,PM10,60,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
19-07-2023,Kerala,Thrissur,1,PM10,54,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
18-07-2023,Kerala,Thrissur,1,PM10,51,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
17-07-2023,Kerala,Thrissur,1,PM10,56,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
16-07-2023,Kerala,Thrissur,1,PM10,51,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
15-07-2023,Kerala,Thrissur,1,PM10,49,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
14-07-2023,Kerala,Thrissur,1,PM2.5,48,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
13-07-2023,Kerala,Thrissur,1,PM2.5,48,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
12-07-2023,Kerala,Thrissur,1,PM10,61,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
10-07-2023,Kerala,Thrissur,1,PM10,53,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
09-07-2023,Kerala,Thrissur,1,PM10,55,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
08-07-2023,Kerala,Thrissur,1,PM2.5,48,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
07-07-2023,Kerala,Thrissur,1,PM2.5,48,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
06-07-2023,Kerala,Thrissur,1,PM10,44,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
05-07-2023,Kerala,Thrissur,1,PM10,43,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
04-07-2023,Kerala,Thrissur,1,O3,39,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
03-07-2023,Kerala,Thrissur,1,O3,39,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
02-07-2023,Kerala,Thrissur,1,PM10,51,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
01-07-2023,Kerala,Thrissur,1,PM10,55,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
30-06-2023,Kerala,Thrissur,1,PM10,51,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-06-2023,Kerala,Thrissur,1,PM10,41,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
28-06-2023,Kerala,Thrissur,1,O3,39,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
27-06-2023,Kerala,Thrissur,1,PM10,45,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
26-06-2023,Kerala,Thrissur,1,PM10,40,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
25-06-2023,Kerala,Thrissur,1,PM10,74,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
24-06-2023,Kerala,Thrissur,1,PM10,82,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
23-06-2023,Kerala,Thrissur,1,PM10,75,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
22-06-2023,Kerala,Thrissur,1,PM10,64,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
21-06-2023,Kerala,Thrissur,1,PM10,70,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
20-06-2023,Kerala,Thrissur,1,PM10,64,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
19-06-2023,Kerala,Thrissur,1,PM2.5,49,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
18-06-2023,Kerala,Thrissur,1,PM10,59,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
17-06-2023,Kerala,Thrissur,1,PM10,52,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
16-06-2023,Kerala,Thrissur,1,PM10,70,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
15-06-2023,Kerala,Thrissur,1,PM10,64,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
14-06-2023,Kerala,Thrissur,1,PM10,55,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
13-06-2023,Kerala,Thrissur,1,PM2.5,52,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
12-06-2023,Kerala,Thrissur,1,PM2.5,52,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
11-06-2023,Kerala,Thrissur,1,PM10,56,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
10-06-2023,Kerala,Thrissur,1,PM2.5,52,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
07-06-2023,Kerala,Thrissur,1,PM2.5,52,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
06-06-2023,Kerala,Thrissur,1,PM2.5,52,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
05-06-2023,Kerala,Thrissur,1,PM10,65,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
04-06-2023,Kerala,Thrissur,1,PM2.5,52,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
03-06-2023,Kerala,Thrissur,1,PM10,66,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
02-06-2023,Kerala,Thrissur,1,PM10,64,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
01-06-2023,Kerala,Thrissur,1,PM10,75,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
31-05-2023,Kerala,Thrissur,1,PM10,76,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
30-05-2023,Kerala,Thrissur,1,PM10,73,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-05-2023,Kerala,Thrissur,1,PM10,76,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
28-05-2023,Kerala,Thrissur,1,PM10,67,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
27-05-2023,Kerala,Thrissur,1,PM10,69,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
26-05-2023,Kerala,Thrissur,1,PM10,52,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
25-05-2023,Kerala,Thrissur,1,PM10,60,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
24-05-2023,Kerala,Thrissur,1,PM10,68,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
23-05-2023,Kerala,Thrissur,1,PM10,66,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
20-05-2023,Kerala,Thrissur,1,PM10,88,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
19-05-2023,Kerala,Thrissur,1,PM10,95,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
18-05-2023,Kerala,Thrissur,1,PM10,88,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
17-05-2023,Kerala,Thrissur,1,PM10,94,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
16-05-2023,Kerala,Thrissur,1,PM10,92,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
15-05-2023,Kerala,Thrissur,1,PM10,58,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
14-05-2023,Kerala,Thrissur,1,PM10,67,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
13-05-2023,Kerala,Thrissur,1,PM10,60,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
12-05-2023,Kerala,Thrissur,1,PM10,67,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
11-05-2023,Kerala,Thrissur,1,PM10,56,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
09-05-2023,Kerala,Thrissur,1,PM10,70,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
08-05-2023,Kerala,Thrissur,1,PM10,88,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
07-05-2023,Kerala,Thrissur,1,PM10,69,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
06-05-2023,Kerala,Thrissur,1,PM10,73,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
05-05-2023,Kerala,Thrissur,1,PM10,80,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
04-05-2023,Kerala,Thrissur,1,PM10,81,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
03-05-2023,Kerala,Thrissur,1,PM10,44,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
02-05-2023,Kerala,Thrissur,1,PM10,50,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
01-05-2023,Kerala,Thrissur,1,PM10,49,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
30-04-2023,Kerala,Thrissur,1,PM10,50,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-04-2023,Kerala,Thrissur,1,PM10,50,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
28-04-2023,Kerala,Thrissur,1,PM10,68,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
25-04-2023,Kerala,Thrissur,1,PM10,90,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
24-04-2023,Kerala,Thrissur,1,PM10,96,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
23-04-2023,Kerala,Thrissur,1,PM10,91,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
22-04-2023,Kerala,Thrissur,1,PM10,85,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
21-04-2023,Kerala,Thrissur,1,PM10,92,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
20-04-2023,Kerala,Thrissur,1,PM10,90,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
19-04-2023,Kerala,Thrissur,1,PM10,94,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
18-04-2023,Kerala,Thrissur,1,PM10,104,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
17-04-2023,Kerala,Thrissur,1,PM10,103,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
16-04-2023,Kerala,Thrissur,1,PM10,122,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
15-04-2023,Kerala,Thrissur,1,PM10,122,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
14-04-2023,Kerala,Thrissur,1,PM10,105,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
13-04-2023,Kerala,Thrissur,1,PM10,106,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
12-04-2023,Kerala,Thrissur,1,PM10,109,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
11-04-2023,Kerala,Thrissur,1,PM10,101,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
05-04-2023,Kerala,Thrissur,1,PM10,135,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
04-04-2023,Kerala,Thrissur,1,PM10,76,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
03-04-2023,Kerala,Thrissur,1,PM10,83,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
02-04-2023,Kerala,Thrissur,1,PM2.5,77,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
01-04-2023,Kerala,Thrissur,1,PM2.5,77,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
31-03-2023,Kerala,Thrissur,1,PM10,81,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
30-03-2023,Kerala,Thrissur,1,PM10,100,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-03-2023,Kerala,Thrissur,1,PM10,100,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
28-03-2023,Kerala,Thrissur,1,PM10,100,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
27-03-2023,Kerala,Thrissur,1,PM10,100,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
26-03-2023,Kerala,Thrissur,1,PM10,100,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
25-03-2023,Kerala,Thrissur,1,PM10,100,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
24-03-2023,Kerala,Thrissur,1,PM10,100,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
23-03-2023,Kerala,Thrissur,1,PM10,100,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
22-03-2023,Kerala,Thrissur,1,PM10,100,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
21-03-2023,Kerala,Thrissur,1,PM10,100,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
20-03-2023,Kerala,Thrissur,1,PM10,100,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
19-03-2023,Kerala,Thrissur,1,PM10,100,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
18-03-2023,Kerala,Thrissur,1,PM10,100,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
17-03-2023,Kerala,Thrissur,1,PM10,102,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
16-03-2023,Kerala,Thrissur,1,PM10,113,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
14-03-2023,Kerala,Thrissur,1,PM2.5,123,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
13-03-2023,Kerala,Thrissur,1,PM2.5,123,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
12-03-2023,Kerala,Thrissur,1,PM2.5,124,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
11-03-2023,Kerala,Thrissur,1,PM2.5,124,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
10-03-2023,Kerala,Thrissur,1,PM2.5,124,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
09-03-2023,Kerala,Thrissur,1,PM2.5,124,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
08-03-2023,Kerala,Thrissur,1,PM2.5,123,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
07-03-2023,Kerala,Thrissur,1,PM10,119,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
06-03-2023,Kerala,Thrissur,1,PM10,110,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
04-03-2023,Kerala,Thrissur,1,PM2.5,151,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
03-03-2023,Kerala,Thrissur,1,PM2.5,151,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
02-03-2023,Kerala,Thrissur,1,PM2.5,151,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
01-03-2023,Kerala,Thrissur,1,PM2.5,150,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
28-02-2023,Kerala,Thrissur,1,PM2.5,151,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
26-02-2023,Kerala,Thrissur,1,PM2.5,152,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
25-02-2023,Kerala,Thrissur,1,PM2.5,151,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
24-02-2023,Kerala,Thrissur,1,PM2.5,150,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
23-02-2023,Kerala,Thrissur,1,PM2.5,150,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
